Orthogroup	C. briggsae (AF16)	C. nigoni (JU1421)	C. elegans (N2)
OG0012843	CBR12903	CNI17029	WBGene00003816
OG0012844	CBR12904	CNI17030	WBGene00000054
OG0012845	CBR12911	CNI17039	WBGene00015671
OG0012846	CBR12914	CNI17041	WBGene00018288
OG0012847	CBR12920	CNI17047	WBGene00018290
OG0012848	CBR12921	CNI17048	WBGene00018285
OG0012849	CBR12923	CNI17050	WBGene00018292
OG0012850	CBR12924	CNI17051	WBGene00194909
OG0012851	CBR12925	CNI17052	WBGene00018293
OG0012852	CBR12926	CNI17053	WBGene00018294
OG0012853	CBR12927	CNI17054	WBGene00018295
OG0012854	CBR12930	CNI17056	WBGene00001721
OG0012855	CBR12934	CNI17060	WBGene00017880
OG0012856	CBR12935	CNI17061	WBGene00017881
OG0012857	CBR12939	CNI17066	WBGene00000541
OG0012858	CBR12940	CNI17069	WBGene00001616
OG0012859	CBR12955	CNI17088	
OG0012860	CBR12981	CNI17113	WBGene00006467
OG0012861	CBR12983	CNI17117	WBGene00015218
OG0012862	CBR12985	CNI17119	WBGene00006006
OG0012863	CBR12990	CNI17126	"WBGene00017362, WBGene00020624"
OG0012864	CBR13012	CNI17160	
OG0012865	CBR13015	CNI17165	WBGene00016925
OG0012866	CBR13016	CNI17166	WBGene00016928
OG0012867	"CBR13026, CBR13028"	CNI17180	
OG0012868	CBR13032	CNI17183	WBGene00001500
OG0012869	CBR13034	CNI17185	WBGene00013023
OG0012870	CBR13046	CNI17201	WBGene00017792
OG0012871	CBR13047		WBGene00017789
OG0012872	CBR13048	CNI17217	WBGene00022015
OG0012873	CBR13049	CNI17216	
OG0012874	CBR13051	CNI17214	WBGene00022022
OG0012875	CBR13055	CNI17211	WBGene00018811
OG0012876	CBR13056	CNI17210	WBGene00004928
OG0012877	CBR13058	CNI17208	WBGene00018297
OG0012878	CBR13075	CNI17233	WBGene00004195
OG0012879	CBR13076	CNI17234	WBGene00018210
OG0012880	CBR13082	CNI17250	WBGene00015981
OG0012881	CBR13115	CNI17279	WBGene00020590
OG0012882	CBR13140	CNI17304	WBGene00006523
OG0012883	CBR13141	CNI17306	WBGene00018222
OG0012884	CBR13143	CNI17309	WBGene00018221
OG0012885	CBR13144	CNI17310	WBGene00018218
OG0012886	CBR13145	CNI17311	WBGene00018217
OG0012887	CBR13146	CNI17312	WBGene00018219
OG0012888	CBR13147	CNI17313	WBGene00077712
OG0012889	CBR13152	CNI17320	WBGene00016496
OG0012890	CBR13154	CNI17322	WBGene00016500
OG0012891	CBR13157	CNI17324	WBGene00016504
OG0012892	CBR13158	CNI17325	WBGene00016505
OG0012893	CBR13159	CNI17326	WBGene00016499
OG0012894	CBR13162	CNI17329	WBGene00002256
OG0012895	CBR13164	CNI17331	WBGene00022814
OG0012896	CBR13165	CNI17332	WBGene00022813
OG0012897	CBR13166	CNI17333	WBGene00002078
OG0012898	CBR13167	CNI17334	WBGene00022812
OG0012899	CBR13169	CNI17336	WBGene00016150
OG0012900	CBR13171	CNI17338	WBGene00016149
OG0012901	CBR13172	CNI17339	WBGene00001719
OG0012902	CBR13173	CNI17340	WBGene00004499
OG0012903	CBR13174	CNI17341	WBGene00016148
OG0012904	CBR13175	CNI17342	WBGene00016147
OG0012905	CBR13176	CNI17343	WBGene00016146
OG0012906	CBR13177	CNI17344	WBGene00001464
OG0012907	CBR13191	CNI17356	WBGene00044637
OG0012908	CBR13192	CNI17357	WBGene00021625
OG0012909	CBR13194	CNI17361	WBGene00006796
OG0012910	CBR13197	CNI17366	WBGene00022019
OG0012911	CBR13198	CNI17367	WBGene00022018
OG0012912	CBR13211	CNI17385	"WBGene00021621, WBGene00269437"
OG0012913	CBR13214	CNI17387	
OG0012914	CBR13224	CNI17399	
OG0012915	CBR13229	CNI17404	
OG0012916	CBR13234	CNI17410	WBGene00017988
OG0012917	CBR13235	CNI17411	WBGene00017983
OG0012918	CBR13240	CNI17416	WBGene00002246
OG0012919	CBR13249	CNI17430	WBGene00017791
OG0012920	CBR13252	CNI17437	WBGene00017782
OG0012921	CBR13269	CNI17461	WBGene00022807
OG0012922	CBR13274	CNI17462	WBGene00020060
OG0012923	CBR13289	CNI17480	WBGene00020277
OG0012924	CBR13295	CNI17485	WBGene00018115
OG0012925	CBR13299	CNI17488	
OG0012926	CBR13349	"CNI17574, CNI17575"	"WBGene00194895, WBGene00219236"
OG0012927	CBR13355	CNI17580	
OG0012928	CBR13489	CNI17751	
OG0012929	CBR13494	CNI17760	"WBGene00006082, WBGene00006083, WBGene00006084, WBGene00006085, WBGene00006086, WBGene00015417"
OG0012930	CBR13550	CNI17857	
OG0012931	CBR13571	CNI17877	WBGene00021559
OG0012932	CBR13634	"CNI17978, CNI17987"	
OG0012933	CBR13636	"CNI17979, CNI17988"	
OG0012934	CBR13653	CNI18001	
OG0012935	CBR13684	CNI18048	
OG0012936	CBR13744	CNI18132	
OG0012937	CBR13758	CNI18153	WBGene00003646
OG0012938	CBR13787	CNI18180	
OG0012939	CBR13788		
OG0012940	CBR13800	CNI18198	
OG0012941	CBR13886	CNI18314	
OG0012942	CBR13888		WBGene00021070
OG0012943	CBR13900	CNI18325	WBGene00016538
OG0012944	CBR13993	CNI18449	WBGene00019624
OG0012945	CBR14034	CNI18509	WBGene00018614
OG0012946	CBR14039	CNI18515	"WBGene00005593, WBGene00005594"
OG0012947	CBR14049	CNI18521	
OG0012948	CBR14072		WBGene00005606
OG0012949	CBR14074	CNI18556	WBGene00004130
OG0012950	CBR14101	CNI18595	
OG0012951	CBR14113	CNI18611	
OG0012952	CBR14115	CNI18614	
OG0012953	CBR14123	CNI18621	WBGene00015153
OG0012954	CBR14126	CNI18625	WBGene00019563
OG0012955	CBR14137	CNI18636	WBGene00003721
OG0012956	CBR14139	CNI18640	WBGene00003720
OG0012957	CBR14159	CNI18685	WBGene00019979
OG0012958	CBR14160	CNI18686	WBGene00001578
OG0012959	CBR14161	CNI18687	WBGene00020017
OG0012960	CBR14162	CNI18689	WBGene00004925
OG0012961	CBR14164	CNI18691	WBGene00022284
OG0012962	CBR14165	CNI18692	WBGene00022285
OG0012963	CBR14174	CNI18701	WBGene00022435
OG0012964	CBR14178	CNI18748	WBGene00018975
OG0012965	CBR14180	CNI18750	WBGene00020999
OG0012966	CBR14182	CNI18753	WBGene00021413
OG0012967	CBR14185	CNI18755	WBGene00021000
OG0012968	CBR14194	CNI18774	WBGene00005751
OG0012969	CBR14202	CNI18787	
OG0012970	CBR14214	CNI18810	
OG0012971	CBR14247	CNI18853	
OG0012972	CBR14249	CNI18856	WBGene00000558
OG0012973	CBR14250	CNI18857	WBGene00000557
OG0012974	CBR14257	CNI18864	WBGene00018757
OG0012975	CBR14262	CNI18870	WBGene00045390
OG0012976	CBR14266	CNI18875	
OG0012977	CBR14275	CNI18885	WBGene00018706
OG0012978	CBR14281	CNI18891	WBGene00017506
OG0012979	CBR14282	CNI18892	
OG0012980	CBR14290	CNI18900	WBGene00000056
OG0012981	CBR14297	CNI18910	
OG0012982	CBR14298	CNI18911	
OG0012983	CBR14299	CNI18912	
OG0012984	CBR14304	CNI18916	WBGene00001171
OG0012985	CBR14305	CNI18917	WBGene00020955
OG0012986	CBR14306	CNI18918	WBGene00020962
OG0012987	CBR14307	CNI18919	WBGene00020957
OG0012988	CBR14309	CNI18920	WBGene00003579
OG0012989	CBR14310	CNI18921	WBGene00020954
OG0012990	CBR14311	CNI18922	WBGene00020953
OG0012991	CBR14312	CNI18923	WBGene00020952
OG0012992	CBR14313	CNI18924	WBGene00021564
OG0012993	CBR14314	CNI18925	WBGene00021563
OG0012994	CBR14315	CNI18926	WBGene00021562
OG0012995	CBR14317	CNI18928	WBGene00016049
OG0012996	CBR14329	CNI18940	WBGene00019097
OG0012997	CBR14333	CNI18945	WBGene00021080
OG0012998	CBR14343	CNI18954	WBGene00008346
OG0012999	CBR14353	CNI18964	WBGene00008341
OG0013000	CBR14355	CNI18966	WBGene00011249
OG0013001	CBR14359	CNI18971	WBGene00011696
OG0013002	CBR14362	CNI18974	WBGene00011693
OG0013003	CBR14368	CNI18980	WBGene00009137
OG0013004	CBR14370	CNI18982	"WBGene00009134, WBGene00009136"
OG0013005	CBR14373	CNI18987	WBGene00003222
OG0013006	CBR14381	CNI18997	
OG0013007	CBR14383	CNI18999	WBGene00009981
OG0013008	CBR14384	CNI19000	WBGene00009980
OG0013009	CBR14389	CNI19005	WBGene00000789
OG0013010	CBR14392	CNI19006	WBGene00010867
OG0013011	CBR14413	CNI19027	WBGene00005243
OG0013012	CBR14421	CNI19034	WBGene00007749
OG0013013	CBR14428	CNI19040	"WBGene00008240, WBGene00008241"
OG0013014	CBR14429	CNI19041	WBGene00005182
OG0013015	CBR14430	CNI19042	WBGene00005184
OG0013016	CBR14435	CNI19047	WBGene00000455
OG0013017	CBR14443	CNI19054	WBGene00015073
OG0013018	CBR14444	CNI19055	WBGene00015074
OG0013019	CBR14447	CNI19058	WBGene00015076
OG0013020	CBR14457	CNI19073	WBGene00021732
OG0013021	CBR14458	CNI19074	WBGene00021613
OG0013022	CBR14459	CNI19075	WBGene00021614
OG0013023	CBR14472	CNI19091	"WBGene00005345, WBGene00005346"
OG0013024	CBR14476	CNI19095	WBGene00017468
OG0013025	CBR14485	CNI19103	WBGene00006782
OG0013026	CBR14486	CNI19104	WBGene00015444
OG0013027	CBR14488	CNI19111	WBGene00021980
OG0013028	CBR14492	CNI19114	WBGene00021975
OG0013029	CBR14493	CNI19116	WBGene00003374
OG0013030	CBR14494	CNI19117	WBGene00000862
OG0013031	CBR14495	CNI19118	WBGene00019651
OG0013032	CBR14496	CNI19119	WBGene00004136
OG0013033	CBR14500	CNI19124	WBGene00019650
OG0013034	CBR14503	CNI19127	WBGene00019646
OG0013035	CBR14506	CNI19130	WBGene00019645
OG0013036	CBR14507	CNI19131	WBGene00019644
OG0013037	CBR14509	CNI19135	WBGene00005657
OG0013038	CBR14527	CNI19154	WBGene00022409
OG0013039	CBR14542	CNI19173	WBGene00011002
OG0013040	CBR14544	CNI19175	WBGene00003611
OG0013041	CBR14546	CNI19177	WBGene00011005
OG0013042	CBR14549	CNI19179	WBGene00005127
OG0013043	CBR14550	CNI19180	WBGene00011006
OG0013044	CBR14551	CNI19181	WBGene00044044
OG0013045	CBR14559	CNI19189	WBGene00013897
OG0013046	CBR14565	CNI19198	"WBGene00013908, WBGene00013909"
OG0013047	CBR14570	CNI19203	WBGene00008937
OG0013048	CBR14572	CNI19205	WBGene00004738
OG0013049	CBR14577	CNI19209	WBGene00001675
OG0013050	CBR14580	CNI19212	WBGene00007607
OG0013051	CBR14588	CNI19220	WBGene00011247
OG0013052	CBR14598	CNI19230	WBGene00011242
OG0013053	CBR14600	CNI19232	WBGene00010737
OG0013054	CBR14601	CNI19233	WBGene00010734
OG0013055	CBR14602	CNI19234	WBGene00010735
OG0013056	CBR14607	CNI19239	WBGene00012278
OG0013057	CBR14611	CNI19243	WBGene00001670
OG0013058	CBR14631	CNI19257	
OG0013059	CBR14640	CNI19266	WBGene00007587
OG0013060	CBR14641	CNI19267	WBGene00007585
OG0013061	CBR14642	CNI19268	WBGene00007590
OG0013062	CBR14643	CNI19269	WBGene00007584
OG0013063	CBR14644	CNI19270	WBGene00008453
OG0013064	CBR14646	CNI19272	WBGene00008454
OG0013065	CBR14653	CNI19279	WBGene00007552
OG0013066	CBR14654	CNI19280	WBGene00000285
OG0013067	CBR14655	CNI19281	WBGene00012144
OG0013068	CBR14658	CNI19285	WBGene00012142
OG0013069	CBR14680	CNI19309	WBGene00008298
OG0013070	CBR14690	CNI19319	WBGene00010464
OG0013071	CBR14693	CNI19322	WBGene00010461
OG0013072	CBR14694	CNI19323	WBGene00009095
OG0013073	CBR14695	CNI19324	WBGene00001539
OG0013074	CBR14699	CNI19330	WBGene00005018
OG0013075	CBR14701	CNI19332	WBGene00004898
OG0013076	CBR14706	CNI19337	WBGene00011015
OG0013077	CBR14708	CNI19339	WBGene00011016
OG0013078	CBR14710	CNI19341	WBGene00001493
OG0013079	CBR14711	CNI19342	WBGene00005241
OG0013080	CBR14734	CNI19364	WBGene00011453
OG0013081	CBR14739	CNI19370	WBGene00011449
OG0013082	CBR14743	CNI19382	
OG0013083	CBR14754	CNI19392	WBGene00014125
OG0013084	CBR14756	CNI19394	WBGene00014124
OG0013085	CBR14759	CNI19399	WBGene00000614
OG0013086	CBR14769	CNI19410	WBGene00007551
OG0013087	CBR14770	CNI19412	WBGene00007549
OG0013088	CBR14771	CNI19413	WBGene00007548
OG0013089	CBR14772	CNI19414	WBGene00003726
OG0013090	CBR14773	CNI19415	WBGene00007546
OG0013091	CBR14780	CNI19421	WBGene00011094
OG0013092	CBR14781	CNI19422	"WBGene00011092, WBGene00011093"
OG0013093	CBR14786	CNI19428	WBGene00000533
OG0013094	CBR14787	CNI19429	WBGene00008647
OG0013095	CBR14789	CNI19431	WBGene00001095
OG0013096	CBR14790	CNI19432	WBGene00008646
OG0013097	CBR14796	CNI19435	WBGene00004032
OG0013098	CBR14797	CNI19437	WBGene00000073
OG0013099	CBR14801	CNI19462	WBGene00008259
OG0013100	CBR14802	CNI19463	WBGene00000876
OG0013101	CBR14803	CNI19464	WBGene00008258
OG0013102	CBR14805	CNI19466	WBGene00004917
OG0013103	CBR14827	CNI19500	WBGene00005973
OG0013104	CBR14832	CNI19506	WBGene00000983
OG0013105	CBR14834	CNI19508	WBGene00009384
OG0013106	CBR14835	CNI19509	WBGene00009385
OG0013107	CBR14836	CNI19510	WBGene00009386
OG0013108	CBR14837	CNI19511	WBGene00003762
OG0013109	CBR14838	CNI19512	WBGene00009387
OG0013110	CBR14839	CNI19514	WBGene00009389
OG0013111	CBR14842	CNI19517	WBGene00004806
OG0013112	CBR14843	CNI19518	WBGene00012101
OG0013113	CBR14844	CNI19520	WBGene00000449
OG0013114	CBR14845	CNI19521	WBGene00009791
OG0013115	CBR14846	CNI19522	WBGene00009790
OG0013116	CBR14852	CNI19528	WBGene00006609
OG0013117	CBR14856	CNI19532	WBGene00007117
OG0013118	CBR14858	CNI19534	WBGene00011437
OG0013119	CBR14859	CNI19535	WBGene00011438
OG0013120	CBR14861	CNI19538	WBGene00010075
OG0013121	CBR14862	CNI19539	WBGene00006373
OG0013122	CBR14865	CNI19542	WBGene00044631
OG0013123	CBR14867	CNI19544	WBGene00010082
OG0013124	CBR14868	CNI19545	WBGene00010080
OG0013125	CBR14869	CNI19546	WBGene00010081
OG0013126	CBR14871	CNI19548	
OG0013127	CBR14872	CNI19549	WBGene00008407
OG0013128	CBR14879	CNI19555	WBGene00000731
OG0013129	CBR14889	CNI19567	WBGene00010788
OG0013130	CBR14893	CNI19572	WBGene00005967
OG0013131	CBR14897	CNI19577	WBGene00008336
OG0013132	CBR14902	CNI19584	WBGene00044019
OG0013133	CBR14905	CNI19587	
OG0013134	CBR14913	CNI19595	WBGene00003541
OG0013135	CBR14919	CNI19600	WBGene00011709
OG0013136	CBR14922	CNI19602	WBGene00003248
OG0013137	CBR14923	CNI19603	WBGene00010192
OG0013138	CBR14925	CNI19605	WBGene00010191
OG0013139	CBR14928	CNI19608	WBGene00000955
OG0013140	CBR14938	CNI19622	WBGene00010109
OG0013141	CBR14958	CNI19652	
OG0013142	CBR14960	CNI19654	WBGene00007279
OG0013143	CBR14964	CNI19657	WBGene00007282
OG0013144	CBR14973	CNI19664	WBGene00008551
OG0013145	CBR14974	CNI19666	WBGene00008552
OG0013146	CBR14976	CNI19668	WBGene00011836
OG0013147	CBR14977	CNI19669	WBGene00003509
OG0013148	CBR14978	CNI19670	
OG0013149	CBR14979	CNI19671	WBGene00011835
OG0013150	CBR14982	CNI19674	WBGene00011833
OG0013151	CBR14986	CNI19678	WBGene00011831
OG0013152	CBR14991	CNI19683	WBGene00010742
OG0013153	CBR15006	CNI19698	WBGene00007389
OG0013154	CBR15007	CNI19699	WBGene00007387
OG0013155	CBR15014	CNI19705	WBGene00010406
OG0013156	CBR15015	CNI19706	WBGene00010405
OG0013157	CBR15016	CNI19707	WBGene00012780
OG0013158	CBR15019	CNI19710	WBGene00045379
OG0013159	CBR15020	CNI19711	WBGene00000981
OG0013160	CBR15027	CNI19718	WBGene00011428
OG0013161	CBR15036	CNI19726	WBGene00012778
OG0013162	CBR15038	CNI19728	WBGene00012779
OG0013163	CBR15040	CNI19730	WBGene00077699
OG0013164	CBR15043	CNI19733	WBGene00007554
OG0013165	CBR15045	CNI19735	WBGene00007553
OG0013166	CBR15053	CNI19743	WBGene00008921
OG0013167	CBR15054	CNI19744	WBGene00008919
OG0013168	CBR15055	CNI19745	WBGene00008918
OG0013169	CBR15056	CNI19746	WBGene00008917
OG0013170	CBR15059	CNI19749	WBGene00008915
OG0013171	CBR15061	CNI19751	WBGene00008914
OG0013172	CBR15062	CNI19752	WBGene00077761
OG0013173	CBR15067	CNI19758	WBGene00010237
OG0013174	CBR15068	CNI19759	WBGene00010236
OG0013175	CBR15071	CNI19761	WBGene00077682
OG0013176	CBR15072	CNI19762	WBGene00003549
OG0013177	CBR15073	CNI19763	WBGene00010235
OG0013178	CBR15086	CNI19777	WBGene00009327
OG0013179	CBR15088	CNI19779	WBGene00009326
OG0013180	CBR15091	CNI19782	WBGene00007799
OG0013181	CBR15099	CNI19797	WBGene00194677
OG0013182	CBR15115	CNI19809	WBGene00009241
OG0013183	CBR15117	CNI19812	WBGene00009240
OG0013184	CBR15123	CNI19819	WBGene00012117
OG0013185	CBR15124	CNI19820	WBGene00004083
OG0013186	CBR15130	CNI19827	WBGene00009256
OG0013187	CBR15135	CNI19833	WBGene00007863
OG0013188	CBR15141	CNI19837	WBGene00010375
OG0013189	CBR15143	CNI19839	WBGene00011897
OG0013190	CBR15144	CNI19840	WBGene00011898
OG0013191	CBR15148	CNI19844	WBGene00005189
OG0013192	CBR15153	CNI19850	
OG0013193	CBR15159	CNI19857	WBGene00009339
OG0013194	CBR15160	CNI19858	WBGene00009338
OG0013195	CBR15161	CNI19859	WBGene00005112
OG0013196	CBR15162	CNI19860	"WBGene00000986, WBGene00009110"
OG0013197	CBR15164	CNI19862	WBGene00006460
OG0013198	CBR15165	CNI19863	WBGene00009107
OG0013199	CBR15171	CNI19869	WBGene00044016
OG0013200	CBR15174	CNI19872	WBGene00000024
OG0013201	CBR15175	CNI19873	WBGene00004964
OG0013202	CBR15176	CNI19874	WBGene00007071
OG0013203	CBR15177	CNI19875	WBGene00007073
OG0013204	CBR15186	CNI19888	WBGene00008871
OG0013205	CBR15188	CNI19890	WBGene00012527
OG0013206	CBR15195	CNI19895	WBGene00009060
OG0013207	CBR15198	CNI19898	WBGene00012532
OG0013208	CBR15200	CNI19900	WBGene00003570
OG0013209	CBR15201	CNI19901	WBGene00000173
OG0013210	CBR15202	CNI19902	WBGene00007946
OG0013211	CBR15203	CNI19903	WBGene00007947
OG0013212	CBR15204	CNI19904	WBGene00005532
OG0013213	CBR15205	CNI19905	WBGene00010631
OG0013214	CBR15208	CNI19908	WBGene00010629
OG0013215	CBR15213	CNI19913	WBGene00000200
OG0013216	CBR15215	CNI19915	WBGene00007102
OG0013217	CBR15216	CNI19916	WBGene00001646
OG0013218	CBR15219	CNI19919	WBGene00007099
OG0013219	CBR15222	CNI19922	WBGene00007097
OG0013220	CBR15223	CNI19923	WBGene00000723
OG0013221	CBR15224	CNI19924	WBGene00000722
OG0013222	CBR15225	CNI19925	WBGene00007104
OG0013223	CBR15227	CNI19931	WBGene00003092
OG0013224	CBR15228	CNI19932	WBGene00003091
OG0013225	CBR15229	CNI19933	WBGene00003090
OG0013226	CBR15230	CNI19934	WBGene00004364
OG0013227	CBR15233	CNI19936	WBGene00004405
OG0013228	CBR15238	CNI19942	WBGene00006226
OG0013229	CBR15247	CNI19950	WBGene00044020
OG0013230	CBR15248	CNI19951	WBGene00006489
OG0013231	CBR15250	CNI19953	WBGene00014111
OG0013232	CBR15252	CNI19955	WBGene00014112
OG0013233	CBR15256	CNI19958	WBGene00014107
OG0013234	CBR15260	CNI19962	WBGene00000840
OG0013235	CBR15261	CNI19963	WBGene00001172
OG0013236	CBR15263	CNI19965	WBGene00008251
OG0013237	CBR15264	CNI19966	WBGene00008250
OG0013238	CBR15268	CNI19970	WBGene00008254
OG0013239	CBR15269	CNI19972	WBGene00007429
OG0013240	CBR15270	CNI19973	WBGene00007428
OG0013241	CBR15272	CNI19975	WBGene00007430
OG0013242	CBR15275	CNI19978	"WBGene00007432, WBGene00009707"
OG0013243	CBR15281	CNI19984	WBGene00011000
OG0013244	CBR15282	CNI19985	WBGene00011587
OG0013245	CBR15283	CNI19986	WBGene00011592
OG0013246	CBR15284	CNI19987	WBGene00011589
OG0013247	CBR15285	CNI19988	WBGene00011590
OG0013248	CBR15286	CNI19989	WBGene00011287
OG0013249	CBR15287	CNI19990	WBGene00011283
OG0013250	CBR15288	CNI19991	WBGene00011284
OG0013251	CBR15292	CNI19995	WBGene00010062
OG0013252	CBR15294	CNI19997	WBGene00004150
OG0013253	CBR15295	CNI19998	WBGene00011796
OG0013254	CBR15297	CNI20000	WBGene00011797
OG0013255	CBR15299	CNI20001	WBGene00001711
OG0013256	CBR15300	CNI20002	WBGene00011802
OG0013257	CBR15302	CNI20004	WBGene00011307
OG0013258	CBR15305	CNI20007	WBGene00011306
OG0013259	CBR15306	CNI20008	WBGene00011309
OG0013260	CBR15308	CNI20010	WBGene00011308
OG0013261	CBR15309	CNI20011	WBGene00004793
OG0013262	CBR15312	CNI20014	WBGene00001109
OG0013263	CBR15314	CNI20016	WBGene00001387
OG0013264	CBR15317	CNI20019	WBGene00045418
OG0013265	CBR15319	CNI20021	WBGene00008849
OG0013266	CBR15327	CNI20030	WBGene00012339
OG0013267	CBR15328	CNI20032	WBGene00005652
OG0013268	CBR15329	CNI20033	WBGene00007908
OG0013269	CBR15332	CNI20036	WBGene00007910
OG0013270	CBR15333	CNI20037	WBGene00003143
OG0013271	CBR15334	CNI20038	
OG0013272	CBR15336	CNI20040	WBGene00001137
OG0013273	CBR15337	CNI20041	WBGene00219208
OG0013274	CBR15340	CNI20045	WBGene00007154
OG0013275	CBR15344	CNI20049	WBGene00001874
OG0013276	CBR15345	CNI20050	WBGene00011648
OG0013277	CBR15350	CNI20056	WBGene00010188
OG0013278	CBR15351	CNI20057	WBGene00010189
OG0013279	CBR15355	CNI20059	WBGene00007929
OG0013280	CBR15357	CNI20062	WBGene00007931
OG0013281	CBR15360	CNI20065	WBGene00009337
OG0013282	CBR15366	CNI20072	WBGene00016428
OG0013283	CBR15370	CNI20077	WBGene00004358
OG0013284	CBR15373	CNI20084	WBGene00001593
OG0013285	CBR15381	CNI20092	WBGene00016060
OG0013286	CBR15382	CNI20093	WBGene00016059
OG0013287	CBR15383	CNI20094	WBGene00001710
OG0013288	CBR15384	CNI20095	WBGene00016062
OG0013289	CBR15394	CNI20103	WBGene00003927
OG0013290	CBR15395	CNI20104	WBGene00044542
OG0013291	CBR15397	CNI20106	WBGene00016989
OG0013292	CBR15398	CNI20107	WBGene00000795
OG0013293	CBR15404	CNI20113	WBGene00019757
OG0013294	CBR15406	CNI20115	WBGene00000071
OG0013295	"CBR15407, CBR15408"	CNI20120	WBGene00015768
OG0013296	CBR15409	CNI20121	WBGene00015767
OG0013297	CBR15412	CNI20124	WBGene00015769
OG0013298	CBR15413	CNI20125	WBGene00004104
OG0013299	CBR15414	CNI20126	WBGene00017768
OG0013300	CBR15415	CNI20127	WBGene00017769
OG0013301	CBR15416	CNI20128	WBGene00017767
OG0013302	CBR15417	CNI20129	WBGene00017770
OG0013303	CBR15418	CNI20130	WBGene00017771
OG0013304	CBR15419	CNI20131	WBGene00017772
OG0013305	CBR15421	CNI20133	WBGene00017765
OG0013306	CBR15427	CNI20137	WBGene00019599
OG0013307	CBR15429	CNI20139	WBGene00008107
OG0013308	CBR15433	CNI20143	WBGene00018427
OG0013309	CBR15434	CNI20144	WBGene00018429
OG0013310	CBR15436	CNI20146	WBGene00018431
OG0013311	CBR15453	CNI20161	WBGene00015424
OG0013312	CBR15462	CNI20169	WBGene00015427
OG0013313	CBR15463	CNI20170	WBGene00015425
OG0013314	CBR15467	CNI20174	WBGene00019763
OG0013315	CBR15469	CNI20176	WBGene00019762
OG0013316	CBR15470	CNI20177	WBGene00004206
OG0013317	CBR15477	CNI20184	WBGene00000979
OG0013318	CBR15478	CNI20185	WBGene00015679
OG0013319	CBR15479	CNI20186	WBGene00001508
OG0013320	CBR15485	CNI20191	WBGene00017931
OG0013321	CBR15493	CNI20203	WBGene00021632
OG0013322	CBR15497	CNI20208	WBGene00017535
OG0013323	CBR15498	CNI20209	WBGene00017534
OG0013324	CBR15499	CNI20210	WBGene00017536
OG0013325	CBR15513	CNI20225	WBGene00019521
OG0013326	CBR15521	CNI20233	WBGene00019669
OG0013327	CBR15523	CNI20235	WBGene00005640
OG0013328	CBR15525	CNI20237	
OG0013329	CBR15538	CNI20249	WBGene00017433
OG0013330	CBR15545	CNI20256	WBGene00020274
OG0013331	CBR15546	CNI20257	WBGene00020275
OG0013332	CBR15548	CNI20259	WBGene00001513
OG0013333	CBR15557	CNI20267	WBGene00022646
OG0013334	CBR15558	CNI20268	WBGene00006815
OG0013335	CBR15560	CNI20270	WBGene00020911
OG0013336	CBR15564	CNI20274	WBGene00020912
